TimePeriod,GeoType,GeoID,GeoRank,Geography,"Estimated annual rate per 10,000",Number
2009,UHF42,101,4,Kingsbridge - Riverdale,181.8,99
2009,UHF42,102,4,Northeast Bronx,353,406
2009,UHF42,103,4,Fordham - Bronx Pk,493.5,1001
2009,UHF42,104,4,Pelham - Throgs Neck,438.8,870
2009,UHF42,105,4,Crotona - Tremont,782.5,1398
2009,UHF42,106,4,High Bridge - Morrisania,961.6,1676
2009,UHF42,107,4,Hunts Point - Mott Haven,"1,000.60",1157
2009,UHF42,201,4,Greenpoint,200.4,198
2009,UHF42,202,4,Downtown - Heights - Slope,217.2,340
2009,UHF42,203,4,Bedford Stuyvesant - Crown Heights,636.6,1374
2009,UHF42,204,4,East New York,657.4,926
2009,UHF42,205,4,Sunset Park,159.7,157
2009,UHF42,206,4,Borough Park,55.4,177
2009,UHF42,207,4,East Flatbush - Flatbush,434.9,834
2009,UHF42,208,4,Canarsie - Flatlands,334,383
2009,UHF42,209,4,Bensonhurst - Bay Ridge,50.7,63
2009,UHF42,210,4,Coney Island - Sheepshead Bay,125.7,217
2009,UHF42,211,4,Williamsburg - Bushwick,738.2,1175
2009,UHF42,301,4,Washington Heights,437.6,621
2009,UHF42,302,4,Central Harlem - Morningside Heights,797.5,759
2009,UHF42,303,4,East Harlem,"1,053.80",710
2009,UHF42,304,4,Upper West Side,201,237
2009,UHF42,305,4,Upper East Side,95.4,110
2009,UHF42,306,4,Chelsea - Clinton,195.7,93
2009,UHF42,307,4,Gramercy Park - Murray Hill,142.9,65
2009,UHF42,308,4,Greenwich Village - SoHo,64.5,22
2009,UHF42,309,4,Union Square - Lower East Side,435.1,322
2009,UHF42,310,4,Lower Manhattan,169.6,54
2009,UHF42,401,4,Long Island City - Astoria,222.1,236
2009,UHF42,402,4,West Queens,298.7,954
2009,UHF42,403,4,Flushing - Clearview,165.9,217
2009,UHF42,404,4,Bayside - Little Neck,125.2,51
2009,UHF42,405,4,Ridgewood - Forest Hills,204.9,296
2009,UHF42,406,4,Fresh Meadows,156.7,100
2009,UHF42,407,4,Southwest Queens,397.9,653
2009,UHF42,408,4,Jamaica,589.4,1045
2009,UHF42,409,4,Southeast Queens,363.7,377
2009,UHF42,410,4,Rockaways,453.7,393
2009,UHF42,501,4,Port Richmond,355.3,189
2009,UHF42,502,4,Stapleton - St. George,280.5,216
2009,UHF42,503,4,Willowbrook,133,65
2009,UHF42,504,4,South Beach - Tottenville,70.9,74
2009,Borough,1,1,Bronx,639.2,6609
2009,Borough,2,1,Brooklyn,326.3,5848
2009,Borough,3,1,Manhattan,385.8,2993
2009,Borough,4,1,Queens,324.3,4336
2009,Borough,5,1,Staten Island,191.9,544
2009,Citywide,1,0,New York City,389.3,20330
2008,UHF42,101,4,Kingsbridge - Riverdale,260.2,143
2008,UHF42,102,4,Northeast Bronx,528.1,609
2008,UHF42,103,4,Fordham - Bronx Pk,517.7,1053
2008,UHF42,104,4,Pelham - Throgs Neck,480.5,956
2008,UHF42,105,4,Crotona - Tremont,884.7,1579
2008,UHF42,106,4,High Bridge - Morrisania,977.8,1690
2008,UHF42,107,4,Hunts Point - Mott Haven,885.7,1009
2008,UHF42,201,4,Greenpoint,165.5,165
2008,UHF42,202,4,Downtown - Heights - Slope,231.5,353
2008,UHF42,203,4,Bedford Stuyvesant - Crown Heights,635.7,1348
2008,UHF42,204,4,East New York,640.8,883
2008,UHF42,205,4,Sunset Park,135.3,132
2008,UHF42,206,4,Borough Park,39.6,125
2008,UHF42,207,4,East Flatbush - Flatbush,351.8,669
2008,UHF42,208,4,Canarsie - Flatlands,345.8,391
2008,UHF42,209,4,Bensonhurst - Bay Ridge,45.5,56
2008,UHF42,210,4,Coney Island - Sheepshead Bay,111.6,191
2008,UHF42,211,4,Williamsburg - Bushwick,708.6,1114
2008,UHF42,301,4,Washington Heights,473,698
2008,UHF42,302,4,Central Harlem - Morningside Heights,849.1,825
2008,UHF42,303,4,East Harlem,"1,049.30",724
2008,UHF42,304,4,Upper West Side,235.5,282
2008,UHF42,305,4,Upper East Side,94.8,112
2008,UHF42,306,4,Chelsea - Clinton,255.7,122
2008,UHF42,307,4,Gramercy Park - Murray Hill,142.6,66
2008,UHF42,308,4,Greenwich Village - SoHo,89.2,31
2008,UHF42,309,4,Union Square - Lower East Side,349.1,272
2008,UHF42,310,4,Lower Manhattan,184,57
2008,UHF42,401,4,Long Island City - Astoria,253.4,276
2008,UHF42,402,4,West Queens,272.7,870
2008,UHF42,403,4,Flushing - Clearview,120.6,161
2008,UHF42,404,4,Bayside - Little Neck,133.2,55
2008,UHF42,405,4,Ridgewood - Forest Hills,194.4,281
2008,UHF42,406,4,Fresh Meadows,144.4,92
2008,UHF42,407,4,Southwest Queens,319.7,531
2008,UHF42,408,4,Jamaica,484.4,854
2008,UHF42,409,4,Southeast Queens,329.3,343
2008,UHF42,410,4,Rockaways,422.7,359
2008,UHF42,501,4,Port Richmond,320.1,167
2008,UHF42,502,4,Stapleton - St. George,247.9,190
2008,UHF42,503,4,Willowbrook,93.7,46
2008,UHF42,504,4,South Beach - Tottenville,79.7,84
2008,Borough,1,1,Bronx,681.9,7041
2008,Borough,2,1,Brooklyn,306.9,5432
2008,Borough,3,1,Manhattan,402.2,3196
2008,Borough,4,1,Queens,286,3839
2008,Borough,5,1,Staten Island,171.9,487
2008,Citywide,1,0,New York City,382.8,19995
2007,UHF42,101,4,Kingsbridge - Riverdale,272.2,151
2007,UHF42,102,4,Northeast Bronx,511.2,587
2007,UHF42,103,4,Fordham - Bronx Pk,534.9,1083
2007,UHF42,104,4,Pelham - Throgs Neck,511.6,1015
2007,UHF42,105,4,Crotona - Tremont,857.6,1520
2007,UHF42,106,4,High Bridge - Morrisania,"1,065.10",1813
2007,UHF42,107,4,Hunts Point - Mott Haven,899.1,1003
2007,UHF42,201,4,Greenpoint,188,187
2007,UHF42,202,4,Downtown - Heights - Slope,215.6,318
2007,UHF42,203,4,Bedford Stuyvesant - Crown Heights,695.4,1469
2007,UHF42,204,4,East New York,718.2,978
2007,UHF42,205,4,Sunset Park,143.2,137
2007,UHF42,206,4,Borough Park,45.8,141
2007,UHF42,207,4,East Flatbush - Flatbush,409.1,782
2007,UHF42,208,4,Canarsie - Flatlands,370.1,417
2007,UHF42,209,4,Bensonhurst - Bay Ridge,70.4,85
2007,UHF42,210,4,Coney Island - Sheepshead Bay,96.4,162
2007,UHF42,211,4,Williamsburg - Bushwick,685,1067
2007,UHF42,301,4,Washington Heights,532.9,820
2007,UHF42,302,4,Central Harlem - Morningside Heights,895.9,884
2007,UHF42,303,4,East Harlem,"1,008.20",712
2007,UHF42,304,4,Upper West Side,235.5,283
2007,UHF42,305,4,Upper East Side,120.1,143
2007,UHF42,306,4,Chelsea - Clinton,278,131
2007,UHF42,307,4,Gramercy Park - Murray Hill,128,59
2007,UHF42,308,4,Greenwich Village - SoHo,49,17
2007,UHF42,309,4,Union Square - Lower East Side,305,244
2007,UHF42,310,4,Lower Manhattan,142.3,42
2007,UHF42,401,4,Long Island City - Astoria,257.3,284
2007,UHF42,402,4,West Queens,265.8,835
2007,UHF42,403,4,Flushing - Clearview,154.5,207
2007,UHF42,404,4,Bayside - Little Neck,111.2,46
2007,UHF42,405,4,Ridgewood - Forest Hills,203.2,291
2007,UHF42,406,4,Fresh Meadows,202,127
2007,UHF42,407,4,Southwest Queens,338.6,564
2007,UHF42,408,4,Jamaica,463.3,806
2007,UHF42,409,4,Southeast Queens,310.7,323
2007,UHF42,410,4,Rockaways,401.8,333
2007,UHF42,501,4,Port Richmond,339.9,174
2007,UHF42,502,4,Stapleton - St. George,223.4,170
2007,UHF42,503,4,Willowbrook,91.7,45
2007,UHF42,504,4,South Beach - Tottenville,44.2,47
2007,Borough,1,1,Bronx,700.3,7176
2007,Borough,2,1,Brooklyn,329.1,5747
2007,Borough,3,1,Manhattan,415.3,3344
2007,Borough,4,1,Queens,287.3,3831
2007,Borough,5,1,Staten Island,154.2,436
2007,Citywide,1,0,New York City,395.5,20534
2006,UHF42,101,4,Kingsbridge - Riverdale,240.3,134
2006,UHF42,102,4,Northeast Bronx,529.3,615
2006,UHF42,103,4,Fordham - Bronx Pk,562.1,1146
2006,UHF42,104,4,Pelham - Throgs Neck,583.6,1165
2006,UHF42,105,4,Crotona - Tremont,963.1,1717
2006,UHF42,106,4,High Bridge - Morrisania,"1,165.70",1981
2006,UHF42,107,4,Hunts Point - Mott Haven,"1,063.90",1176
2006,UHF42,201,4,Greenpoint,223.2,223
2006,UHF42,202,4,Downtown - Heights - Slope,227.7,328
2006,UHF42,203,4,Bedford Stuyvesant - Crown Heights,697.1,1501
2006,UHF42,204,4,East New York,650.2,896
2006,UHF42,205,4,Sunset Park,110.5,105
2006,UHF42,206,4,Borough Park,40.5,122
2006,UHF42,207,4,East Flatbush - Flatbush,414.2,813
2006,UHF42,208,4,Canarsie - Flatlands,348,398
2006,UHF42,209,4,Bensonhurst - Bay Ridge,50.5,60
2006,UHF42,210,4,Coney Island - Sheepshead Bay,102.9,171
2006,UHF42,211,4,Williamsburg - Bushwick,728.7,1148
2006,UHF42,301,4,Washington Heights,508.6,812
2006,UHF42,302,4,Central Harlem - Morningside Heights,820.3,814
2006,UHF42,303,4,East Harlem,926.5,666
2006,UHF42,304,4,Upper West Side,211.7,253
2006,UHF42,305,4,Upper East Side,117.9,140
2006,UHF42,306,4,Chelsea - Clinton,238.1,110
2006,UHF42,307,4,Gramercy Park - Murray Hill,129.5,59
2006,UHF42,308,4,Greenwich Village - SoHo,40.8,14
2006,UHF42,309,4,Union Square - Lower East Side,425,347
2006,UHF42,310,4,Lower Manhattan,129.4,36
2006,UHF42,401,4,Long Island City - Astoria,275.2,309
2006,UHF42,402,4,West Queens,272,848
2006,UHF42,403,4,Flushing - Clearview,167.1,225
2006,UHF42,404,4,Bayside - Little Neck,91.6,38
2006,UHF42,405,4,Ridgewood - Forest Hills,192.2,273
2006,UHF42,406,4,Fresh Meadows,157.8,98
2006,UHF42,407,4,Southwest Queens,373.9,630
2006,UHF42,408,4,Jamaica,475,831
2006,UHF42,409,4,Southeast Queens,340.5,360
2006,UHF42,410,4,Rockaways,483.9,396
2006,UHF42,501,4,Port Richmond,369.2,186
2006,UHF42,502,4,Stapleton - St. George,245.6,186
2006,UHF42,503,4,Willowbrook,114.2,56
2006,UHF42,504,4,South Beach - Tottenville,67,71
2006,Borough,1,1,Bronx,771.7,7939
2006,Borough,2,1,Brooklyn,330.4,5772
2006,Borough,3,1,Manhattan,401.5,3253
2006,Borough,4,1,Queens,301.7,4028
2006,Borough,5,1,Staten Island,177.8,500
2006,Citywide,1,0,New York City,413.1,21492
2005,UHF42,101,4,Kingsbridge - Riverdale,222.1,126
2005,UHF42,102,4,Northeast Bronx,413.7,491
2005,UHF42,103,4,Fordham - Bronx Pk,508.7,1059
2005,UHF42,104,4,Pelham - Throgs Neck,531.9,1083
2005,UHF42,105,4,Crotona - Tremont,877.4,1594
2005,UHF42,106,4,High Bridge - Morrisania,"1,018.60",1750
2005,UHF42,107,4,Hunts Point - Mott Haven,954.1,1059
2005,UHF42,201,4,Greenpoint,160,162
2005,UHF42,202,4,Downtown - Heights - Slope,216.4,308
2005,UHF42,203,4,Bedford Stuyvesant - Crown Heights,686.7,1520
2005,UHF42,204,4,East New York,619.3,872
2005,UHF42,205,4,Sunset Park,123.4,118
2005,UHF42,206,4,Borough Park,41.9,125
2005,UHF42,207,4,East Flatbush - Flatbush,312.5,635
2005,UHF42,208,4,Canarsie - Flatlands,299.1,350
2005,UHF42,209,4,Bensonhurst - Bay Ridge,56.7,67
2005,UHF42,210,4,Coney Island - Sheepshead Bay,98.8,164
2005,UHF42,211,4,Williamsburg - Bushwick,712.6,1148
2005,UHF42,301,4,Washington Heights,518.7,865
2005,UHF42,302,4,Central Harlem - Morningside Heights,908.3,921
2005,UHF42,303,4,East Harlem,785.4,581
2005,UHF42,304,4,Upper West Side,233.7,279
2005,UHF42,305,4,Upper East Side,99.1,118
2005,UHF42,306,4,Chelsea - Clinton,194.9,89
2005,UHF42,307,4,Gramercy Park - Murray Hill,94.7,43
2005,UHF42,308,4,Greenwich Village - SoHo,58.5,20
2005,UHF42,309,4,Union Square - Lower East Side,165.7,140
2005,UHF42,310,4,Lower Manhattan,98.5,26
2005,UHF42,401,4,Long Island City - Astoria,224.6,262
2005,UHF42,402,4,West Queens,238.4,754
2005,UHF42,403,4,Flushing - Clearview,170.2,236
2005,UHF42,404,4,Bayside - Little Neck,101.2,43
2005,UHF42,405,4,Ridgewood - Forest Hills,180.9,260
2005,UHF42,406,4,Fresh Meadows,154.6,97
2005,UHF42,407,4,Southwest Queens,259.6,452
2005,UHF42,408,4,Jamaica,430.5,775
2005,UHF42,409,4,Southeast Queens,310.2,341
2005,UHF42,410,4,Rockaways,512,422
2005,UHF42,501,4,Port Richmond,374.5,188
2005,UHF42,502,4,Stapleton - St. George,292.1,223
2005,UHF42,503,4,Willowbrook,105.2,52
2005,UHF42,504,4,South Beach - Tottenville,77.5,83
2005,Borough,1,1,Bronx,684.9,7164
2005,Borough,2,1,Brooklyn,310.1,5474
2005,Borough,3,1,Manhattan,375.6,3089
2005,Borough,4,1,Queens,267.3,3654
2005,Borough,5,1,Staten Island,192.9,546
2005,Citywide,1,0,New York City,377.2,19927
